loc_prec,G16DPRS,G16RPRS,G16DHOR,G16RHOR,year,
"Somerset,Bridgewater D 14",277,245,258,233,2016,
"Somerset,Bridgewater D 15",256,311,222,323,2016,
"Somerset,Bridgewater D 16",208,310,181,312,2016,
"Somerset,Bridgewater D 17",178,219,168,225,2016,
"Somerset,Bridgewater D 18",229,212,195,218,2016,
"Somerset,Bridgewater D 19",253,285,197,330,2016,
"Somerset,Bridgewater D 2",314,447,295,411,2016,
"Somerset,Bridgewater D 20",283,363,245,388,2016,
"Somerset,Bridgewater D 21",164,204,134,219,2016,
"Somerset,Bridgewater D 22",273,304,237,330,2016,
"Somerset,Bridgewater D 23",258,309,201,345,2016,
"Somerset,Bridgewater D 24",252,345,188,369,2016,
"Somerset,Bridgewater D 25",255,295,200,341,2016,
"Somerset,Bridgewater D 26",255,273,221,290,2016,
"Somerset,Bridgewater D 27",157,138,142,138,2016,
"Somerset,Bridgewater D 28",244,237,205,270,2016,
"Somerset,Bridgewater D 29",213,224,191,233,2016,
"Somerset,Bridgewater D 3",278,263,247,252,2016,
"Somerset,Bridgewater D 30",240,269,205,294,2016,
"Somerset,Bridgewater D 31",281,274,254,264,2016,
"Somerset,Bridgewater D 32",328,256,297,255,2016,
"Somerset,Bridgewater D 33",340,254,296,283,2016,
"Somerset,Bridgewater D 34",316,275,282,286,2016,
"Somerset,Bridgewater D 35",419,240,360,274,2016,
"Somerset,Bridgewater D 36",391,235,336,251,2016,
"Somerset,Bridgewater D 4",272,300,231,329,2016,
"Somerset,Bridgewater D 5",411,203,359,223,2016,
"Somerset,Bridgewater D 6",239,266,183,303,2016,
"Somerset,Bridgewater D 7",186,285,149,301,2016,
"Somerset,Bridgewater D 8",273,245,226,225,2016,
"Somerset,Bridgewater D 9",196,261,159,266,2016,
"Somerset,Bridgewater Mail-In Ballot",1373,909,1120,1063,2016,
"Somerset,Bridgewater Provo",67,69,55,70,2016,
"Somerset,Far Hills D 1",188,269,135,309,2016,
"Somerset,Far Hills Mail-In Ballot",36,43,26,48,2016,
"Somerset,Far Hills Provo",0,1,0,0,2016,
"Somerset,Franklin Mail-In Ballot",1690,645,1404,595,2016,
"Somerset,Franklin Provo",0,0,114,41,2016,
"Somerset,Franklin W 3 Mail-In Ballot",304,126,263,125,2016,
"Somerset,Franklin W 3 Provo",21,6,19,4,2016,
"Somerset,Franklin W1 D 1",193,148,177,132,2016,
"Somerset,Franklin W1 D 10",395,160,346,155,2016,
"Somerset,Franklin W1 D 2",355,246,306,237,2016,
"Somerset,Franklin W1 D 3",458,126,397,130,2016,
"Somerset,Franklin W1 D 4",463,155,405,143,2016,
"Somerset,Franklin W1 D 5",385,151,331,139,2016,
"Somerset,Franklin W1 D 6",409,115,366,101,2016,
"Somerset,Franklin W1 D 7",452,116,399,114,2016,
"Somerset,Franklin W1 D 8",392,103,356,86,2016,
"Somerset,Franklin W1 D 9",384,108,335,91,2016,
"Somerset,Franklin W2 D 11",694,496,620,459,2016,
"Somerset,Franklin W2 D 12",365,255,321,248,2016,
"Somerset,Franklin W2 D 13",250,232,213,181,2016,
"Somerset,Franklin W2 D 14",303,142,260,131,2016,
"Somerset,Franklin W2 D 15",257,135,222,132,2016,
"Somerset,Franklin W2 D 16",348,208,310,218,2016,
"Somerset,Franklin W2 D 17",293,242,268,228,2016,
"Somerset,Franklin W2 D 18",358,233,311,241,2016,
"Somerset,Franklin W2 D 19",316,117,293,108,2016,
"Somerset,Franklin W2 D 20",360,152,318,156,2016,
"Somerset,Franklin W2 D 21",416,132,355,139,2016,
"Somerset,Franklin W2 D 22",410,153,363,165,2016,
"Somerset,Franklin W3 D 24",244,112,227,109,2016,
"Somerset,Franklin W3 D 26",324,214,304,192,2016,
"Somerset,Franklin W3 D 27",277,203,259,193,2016,
"Somerset,Franklin W3 D 28",277,201,255,180,2016,
"Somerset,Franklin W3 D 29",296,170,276,160,2016,
"Somerset,Franklin W3 D 30",393,95,352,81,2016,
"Somerset,Franklin W3 D 31",527,92,482,87,2016,
"Somerset,Franklin W3 D 32",272,103,238,93,2016,
"Somerset,Franklin W3 D 33",354,79,326,69,2016,
"Somerset,Franklin W3 D 34",405,35,355,23,2016,
"Somerset,Franklin W4 D 25",342,148,310,151,2016,
"Somerset,Franklin W4 D 35",366,75,330,83,2016,
"Somerset,Franklin W4 D 36",403,109,366,93,2016,
"Somerset,Franklin W4 D 37",356,122,316,108,2016,
"Somerset,Franklin W4 D 38",372,100,341,84,2016,
"Somerset,Franklin W4 D 39",584,50,513,48,2016,
"Somerset,Franklin W4 D 40",545,30,487,26,2016,
"Somerset,Franklin W4 D 41",321,16,289,15,2016,
"Somerset,Franklin W4 D 42",570,75,514,64,2016,
"Somerset,Franklin W4 D 43",393,30,338,17,2016,
"Somerset,Franklin W5 D 23",336,205,309,162,2016,
"Somerset,Franklin W5 D 44",454,82,373,67,2016,
"Somerset,Franklin W5 D 45",430,92,347,83,2016,
"Somerset,Franklin W5 D 46",422,111,378,85,2016,
"Somerset,Franklin W5 D 47",388,109,336,97,2016,
"Somerset,Franklin W5 D 48",335,46,310,42,2016,
"Somerset,Franklin W5 D 49",371,76,331,65,2016,
"Somerset,Franklin W5 D 50",364,151,330,145,2016,
"Somerset,Franklin W5 D 51",383,185,340,172,2016,
"Somerset,Greenbrook D 1",262,348,234,337,2016,
"Somerset,Greenbrook D 2",188,222,163,239,2016,
"Somerset,Greenbrook D 3",300,328,267,330,2016,
"Somerset,Greenbrook D 4",268,239,251,241,2016,
"Somerset,Greenbrook D 5",233,239,197,277,2016,
"Somerset,Greenbrook D 6",218,200,184,208,2016,
"Somerset,Greenbrook Mail-In Ballot",170,117,121,150,2016,
"Somerset,Greenbrook Provo",9,7,8,9,2016,
"Somerset,Hillsborough D 1",174,206,138,228,2016,
"Somerset,Hillsborough D 10",239,270,220,281,2016,
"Somerset,Hillsborough D 11",176,229,135,249,2016,
"Somerset,Hillsborough D 12",236,162,210,170,2016,
"Somerset,Hillsborough D 13",321,238,292,248,2016,
"Somerset,Hillsborough D 14",309,235,287,234,2016,
"Somerset,Hillsborough D 15",288,233,257,259,2016,
"Somerset,Hillsborough D 16",345,161,319,171,2016,
"Somerset,Hillsborough D 17",292,247,250,283,2016,
"Somerset,Hillsborough D 18",221,255,186,289,2016,
"Somerset,Hillsborough D 19",280,239,238,266,2016,
"Somerset,Hillsborough D 2",183,208,155,224,2016,
"Somerset,Hillsborough D 20",215,198,179,224,2016,
"Somerset,Hillsborough D 21",327,208,295,221,2016,
"Somerset,Hillsborough D 22",273,260,223,297,2016,
"Somerset,Hillsborough D 23",230,212,199,231,2016,
"Somerset,Hillsborough D 24",272,215,247,244,2016,
"Somerset,Hillsborough D 25",258,271,212,309,2016,
"Somerset,Hillsborough D 26",283,254,227,312,2016,
"Somerset,Hillsborough D 27",362,349,279,434,2016,
"Somerset,Hillsborough D 28",329,296,276,343,2016,
"Somerset,Hillsborough D 29",221,247,197,262,2016,
"Somerset,Hillsborough D 3",346,388,289,416,2016,
"Somerset,Hillsborough D 30",184,317,145,325,2016,
"Somerset,Hillsborough D 31",330,275,295,285,2016,
"Somerset,Hillsborough D 32",230,168,221,181,2016,
"Somerset,Hillsborough D 33",335,234,290,258,2016,
"Somerset,Hillsborough D 4",230,286,195,286,2016,
"Somerset,Hillsborough D 5",287,291,267,288,2016,
"Somerset,Hillsborough D 6",178,221,144,248,2016,
"Somerset,Hillsborough D 7",431,518,386,527,2016,
"Somerset,Hillsborough D 8",166,243,145,249,2016,
"Somerset,Hillsborough D 9",430,348,368,394,2016,
"Somerset,Hillsborough Mail-In Ballot",1233,818,1013,951,2016,
"Somerset,Hillsborough Provo",62,54,53,49,2016,
"Somerset,Manville D 1",184,344,183,264,2016,
"Somerset,Manville D 2",229,263,209,205,2016,
"Somerset,Manville D 3",172,221,168,159,2016,
"Somerset,Manville D 4",229,280,216,209,2016,
"Somerset,Manville D 5",222,327,204,270,2016,
"Somerset,Manville D 6",150,297,164,222,2016,
"Somerset,Manville D 7",159,248,162,187,2016,
"Somerset,Manville Mail-In Ballot",80,112,65,99,2016,
"Somerset,Manville Provo",22,19,16,16,2016,
"Somerset,Millstone D 1",95,129,88,124,2016,
"Somerset,Millstone Mail-In Ballot",12,4,11,7,2016,
"Somerset,Millstone Provo",0,0,0,0,2016,
"Somerset,Montgomery D 1",315,110,286,142,2016,
"Somerset,Montgomery D 10",311,133,296,145,2016,
"Somerset,Montgomery D 11",326,275,267,330,2016,
"Somerset,Montgomery D 12",286,210,240,241,2016,
"Somerset,Montgomery D 13",391,129,340,157,2016,
"Somerset,Montgomery D 14",180,136,145,166,2016,
"Somerset,Montgomery D 15",343,241,258,307,2016,
"Somerset,Montgomery D 16",250,154,179,230,2016,
"Somerset,Montgomery D 17",406,178,354,203,2016,
"Somerset,Montgomery D 18",460,169,352,225,2016,
"Somerset,Montgomery D 19",234,177,186,227,2016,
"Somerset,Montgomery D 2",356,153,313,206,2016,
"Somerset,Montgomery D 3",216,176,184,213,2016,
"Somerset,Montgomery D 4",250,135,214,163,2016,
"Somerset,Montgomery D 5",306,211,263,245,2016,
"Somerset,Montgomery D 6",226,187,172,244,2016,
"Somerset,Montgomery D 7",317,225,263,260,2016,
"Somerset,Montgomery D 8",332,211,255,283,2016,
"Somerset,Montgomery D 9",315,197,250,250,2016,
"Somerset,Montgomery Mail-In Ballot",986,377,782,537,2016,
"Somerset,Montgomery Provo",43,22,38,25,2016,
"Somerset,North Plainfield D 1",508,115,443,109,2016,
"Somerset,North Plainfield D 10",361,127,309,127,2016,
"Somerset,North Plainfield D 11",409,164,366,175,2016,
"Somerset,North Plainfield D 12",283,110,276,112,2016,
"Somerset,North Plainfield D 2",432,179,394,188,2016,
"Somerset,North Plainfield D 3",357,114,314,120,2016,
"Somerset,North Plainfield D 4",412,120,349,131,2016,
"Somerset,North Plainfield D 5",353,135,323,137,2016,
"Somerset,North Plainfield D 6",479,123,428,142,2016,
"Somerset,North Plainfield D 7",374,196,344,180,2016,
"Somerset,North Plainfield D 8",435,172,367,169,2016,
"Somerset,North Plainfield D 9",370,154,341,170,2016,
"Somerset,North Plainfield Mail-In Ball",253,96,222,104,2016,
"Somerset,North Plainfield Provo",63,19,55,15,2016,
"Somerset,Peapack-Gladstone D 1",265,335,190,378,2016,
"Somerset,Peapack-Gladstone D 2",255,314,191,348,2016,
"Somerset,Peapack-Gladstone Mail-In",96,70,72,76,2016,
"Somerset,Peapack-Gladstone Provo",4,3,4,4,2016,
"Somerset,Raritan D 1",280,276,247,252,2016,
"Somerset,Raritan D 2",406,398,354,389,2016,
"Somerset,Raritan D 3",199,183,158,203,2016,
"Somerset,Raritan D 4",296,250,264,238,2016,
"Somerset,Raritan D 5",224,256,210,246,2016,
"Somerset,Raritan Mail-In Ballot",133,129,114,125,2016,
"Somerset,Raritan Provo",21,8,15,11,2016,
"Somerset,Rocky Hill D 1",250,99,221,127,2016,
"Somerset,Rocky Hill Mail-In Ballot",38,8,36,10,2016,
"Somerset,Rocky Hill Provo",3,0,2,1,2016,
"Somerset,Somerville D 1",221,177,210,179,2016,
"Somerset,Somerville D 2",291,151,257,190,2016,
"Somerset,Somerville D 3",387,126,354,121,2016,
"Somerset,Somerville D 4",300,247,290,232,2016,
"Somerset,Somerville D 5",311,164,286,161,2016,
"Somerset,Somerville D 6",200,176,188,188,2016,
"Somerset,Somerville D 7",299,229,287,241,2016,
"Somerset,Somerville D 8",395,87,348,94,2016,
"Somerset,Somerville D 9",247,182,239,196,2016,
"Somerset,Somerville Mail-In Ballot",229,130,201,150,2016,
"Somerset,Somerville Provo",28,9,28,6,2016,
"Somerset,South Bound Brook D 1",290,275,265,246,2016,
"Somerset,South Bound Brook D 2",378,215,321,190,2016,
"Somerset,South Bound Brook D 3",261,228,237,202,2016,
"Somerset,South Bound Brook Mail-In",44,32,39,31,2016,
"Somerset,South Bound Brook Provo",12,6,11,4,2016,
"Somerset,Warren D 1",203,252,166,288,2016,
"Somerset,Warren D 10",224,314,167,338,2016,
"Somerset,Warren D 11",257,290,195,305,2016,
"Somerset,Warren D 12",327,418,252,440,2016,
"Somerset,Warren D 13",246,311,188,355,2016,
"Somerset,Warren D 2",216,248,166,278,2016,
"Somerset,Warren D 3",315,287,233,351,2016,
"Somerset,Warren D 4",266,314,193,365,2016,
"Somerset,Warren D 5",216,371,164,377,2016,
"Somerset,Warren D 6",198,269,150,320,2016,
"Somerset,Warren D 7",255,323,209,326,2016,
"Somerset,Warren D 8",204,328,181,321,2016,
"Somerset,Warren D 9",192,322,169,334,2016,
"Somerset,Warren Mail-In Ballot",516,415,379,511,2016,
"Somerset,Warren Provo",21,21,14,25,2016,
"Somerset,Watchung D 1",236,292,187,297,2016,
"Somerset,Watchung D 2",285,305,238,333,2016,
"Somerset,Watchung D 3",208,255,172,276,2016,
"Somerset,Watchung D 4",249,301,210,333,2016,
"Somerset,Watchung D 5",320,212,272,232,2016,
"Somerset,Watchung Mail-In Ballot",242,136,178,179,2016,
"Somerset,Watchung Provo",11,22,9,25,2016,
"Sussex,11th CONGRESSIONAL DIST",39,7,37,9,2016,
"Sussex,5th CONGRESSIONAL DIST",52,5,39,12,2016,
"Sussex,ANDOVER BORO",92,172,120,145,2016,
"Sussex,ANDOVER TWP 1",228,352,233,313,2016,
"Sussex,ANDOVER TWP 2",143,271,157,246,2016,
"Sussex,ANDOVER TWP 3",173,377,211,341,2016,
"Sussex,ANDOVER TWP 4",108,208,131,179,2016,
"Sussex,ANDOVER TWP 5",157,297,204,252,2016,
"Sussex,ANDOVER TWP 6",189,371,228,327,2016,
"Sussex,BRANCHVILLE BORO",135,273,164,246,2016,
"Sussex,BYRAM TWP 1",240,451,188,480,2016,
"Sussex,BYRAM TWP 2",244,489,181,530,2016,
"Sussex,BYRAM TWP 3",288,451,230,494,2016,
"Sussex,BYRAM TWP 4",215,424,176,444,2016,
"Sussex,BYRAM TWP 5",178,390,144,406,2016,
"Sussex,BYRAM TWP 6",351,625,257,667,2016,
"Sussex,FRANKFORD TWP 1",207,505,252,454,2016,
"Sussex,FRANKFORD TWP 2",199,455,250,418,2016,
"Sussex,FRANKFORD TWP 3",179,482,191,469,2016,
"Sussex,FRANKFORD TWP 4",254,636,288,606,2016,
"Sussex,FRANKLIN BORO 1",218,465,235,419,2016,
"Sussex,FRANKLIN BORO 2",174,407,205,357,2016,
"Sussex,FRANKLIN BORO 3",288,503,319,437,2016,
"Sussex,FREDON TWP 1",125,295,134,287,2016,
"Sussex,FREDON TWP 2",190,465,212,426,2016,
"Sussex,FREDON TWP 3",135,224,147,209,2016,
"Sussex,FREDON TWP 4",130,283,145,269,2016,
"Sussex,GREEN TWP 1",192,437,221,406,2016,
"Sussex,GREEN TWP 2",206,413,225,390,2016,
"Sussex,GREEN TWP 3",95,274,109,255,2016,
"Sussex,GREEN TWP 4",57,207,77,187,2016,
"Sussex,HAMBURG BORO 1",223,436,263,387,2016,
"Sussex,HAMBURG BORO 2",323,462,347,418,2016,
"Sussex,HAMPTON TWP 1",276,578,339,516,2016,
"Sussex,HAMPTON TWP 2",239,497,294,428,2016,
"Sussex,HAMPTON TWP 3",137,314,160,283,2016,
"Sussex,HAMPTON TWP 4",211,357,251,312,2016,
"Sussex,HARDYSTON TWP 1",265,475,292,428,2016,
"Sussex,HARDYSTON TWP 2",208,404,235,372,2016,
"Sussex,HARDYSTON TWP 3",254,450,308,380,2016,
"Sussex,HARDYSTON TWP 4",204,416,249,359,2016,
"Sussex,HARDYSTON TWP 5",126,302,146,276,2016,
"Sussex,HARDYSTON TWP 6",180,290,204,252,2016,
"Sussex,HARDYSTON TWP 7",204,350,223,325,2016,
"Sussex,HOPATCONG BORO 1",218,430,165,436,2016,
"Sussex,HOPATCONG BORO 10",213,416,190,396,2016,
"Sussex,HOPATCONG BORO 11",188,309,165,314,2016,
"Sussex,HOPATCONG BORO 12",156,256,124,267,2016,
"Sussex,HOPATCONG BORO 2",151,316,115,320,2016,
"Sussex,HOPATCONG BORO 3",209,383,174,380,2016,
"Sussex,HOPATCONG BORO 4",211,461,174,461,2016,
"Sussex,HOPATCONG BORO 5",183,294,160,294,2016,
"Sussex,HOPATCONG BORO 6",316,434,260,456,2016,
"Sussex,HOPATCONG BORO 7",177,316,151,309,2016,
"Sussex,HOPATCONG BORO 8",250,403,209,396,2016,
"Sussex,HOPATCONG BORO 9",164,258,132,271,2016,
"Sussex,LAFAYETTE TWP 1",114,291,125,283,2016,
"Sussex,LAFAYETTE TWP 2",132,381,149,352,2016,
"Sussex,LAFAYETTE TWP 3",114,292,131,275,2016,
"Sussex,MONTAGUE TWP 1",138,421,165,376,2016,
"Sussex,MONTAGUE TWP 2",116,346,140,316,2016,
"Sussex,MONTAGUE TWP 3",213,375,229,358,2016,
"Sussex,NEWTON 1",180,256,204,221,2016,
"Sussex,NEWTON 2",236,222,259,198,2016,
"Sussex,NEWTON 3",248,314,264,311,2016,
"Sussex,NEWTON 4",341,440,411,391,2016,
"Sussex,NEWTON 5",163,231,174,202,2016,
"Sussex,NEWTON 6",184,195,201,185,2016,
"Sussex,OGDENSBURG BORO 1",187,357,150,367,2016,
"Sussex,OGDENSBURG BORO 2",164,387,143,377,2016,
"Sussex,REMOVED RESIDENT",0,0,0,0,2016,
"Sussex,SANDYSTON TWP",282,747,350,692,2016,
"Sussex,SPARTA TWP 1",375,626,264,711,2016,
"Sussex,SPARTA TWP 10",216,277,150,329,2016,
"Sussex,SPARTA TWP 11",303,469,227,515,2016,
"Sussex,SPARTA TWP 12",376,729,276,798,2016,
"Sussex,SPARTA TWP 13",340,541,253,580,2016,
"Sussex,SPARTA TWP 14",244,356,168,421,2016,
"Sussex,SPARTA TWP 2",257,302,207,342,2016,
"Sussex,SPARTA TWP 3",359,583,269,642,2016,
"Sussex,SPARTA TWP 4",214,338,151,385,2016,
"Sussex,SPARTA TWP 5",328,420,254,453,2016,
"Sussex,SPARTA TWP 6",230,346,168,384,2016,
"Sussex,SPARTA TWP 7",338,543,265,584,2016,
"Sussex,SPARTA TWP 8",245,429,191,477,2016,
"Sussex,SPARTA TWP 9",236,366,178,388,2016,
"Sussex,STANHOPE BORO 1",200,317,174,318,2016,
"Sussex,STANHOPE BORO 2",313,437,233,467,2016,
"Sussex,STANHOPE BORO 3",230,282,197,287,2016,
"Sussex,STILLWATER TWP 1",246,600,302,543,2016,
"Sussex,STILLWATER TWP 2",246,538,299,480,2016,
"Sussex,STILLWATER TWP 3",190,326,234,301,2016,
"Sussex,SUSSEX BORO",207,497,250,446,2016,
"Sussex,VERNON TWP 1",188,317,229,265,2016,
"Sussex,VERNON TWP 10",195,411,205,273,2016,
"Sussex,VERNON TWP 11",97,274,137,231,2016,
"Sussex,VERNON TWP 12",189,498,254,426,2016,
"Sussex,VERNON TWP 13",134,279,170,240,2016,
"Sussex,VERNON TWP 14",133,308,187,263,2016,
"Sussex,VERNON TWP 15",152,366,195,303,2016,
"Sussex,VERNON TWP 16",121,397,179,317,2016,
"Sussex,VERNON TWP 17",235,307,268,273,2016,
"Sussex,VERNON TWP 18",303,431,311,382,2016,
"Sussex,VERNON TWP 19",124,356,195,300,2016,
"Sussex,VERNON TWP 2",164,312,205,273,2016,
"Sussex,VERNON TWP 20",216,434,276,372,2016,
"Sussex,VERNON TWP 3",166,347,193,297,2016,
"Sussex,VERNON TWP 4",176,365,202,317,2016,
"Sussex,VERNON TWP 5",185,326,217,285,2016,
"Sussex,VERNON TWP 6",160,344,216,277,2016,
"Sussex,VERNON TWP 7",223,358,271,314,2016,
"Sussex,VERNON TWP 8",197,475,258,413,2016,
"Sussex,VERNON TWP 9",178,378,224,330,2016,
"Sussex,WALPACK TWP",4,8,4,7,2016,
"Sussex,WANTAGE TWP 1",124,340,149,312,2016,
"Sussex,WANTAGE TWP 2",152,593,208,534,2016,
"Sussex,WANTAGE TWP 3",198,660,246,595,2016,
"Sussex,WANTAGE TWP 4",197,523,274,426,2016,
"Sussex,WANTAGE TWP 5",222,567,250,526,2016,
"Sussex,WANTAGE TWP 6",151,358,192,307,2016,
"Sussex,WANTAGE TWP 7",195,482,240,432,2016,
"Sussex,WANTAGE TWP 8",161,446,198,411,2016,
"Union,Berkeley Heights District 1",365,363,296,386,2016,
"Union,Berkeley Heights District 10",209,217,172,246,2016,
"Union,Berkeley Heights District 11",160,190,124,212,2016,
"Union,Berkeley Heights District 2",248,345,201,324,2016,
"Union,Berkeley Heights District 3",240,300,189,296,2016,
"Union,Berkeley Heights District 4",254,298,182,305,2016,
"Union,Berkeley Heights District 5",283,237,209,264,2016,
"Union,Berkeley Heights District 6",227,249,168,267,2016,
"Union,Berkeley Heights District 7",356,349,271,395,2016,
"Union,Berkeley Heights District 8",435,342,347,382,2016,
"Union,Berkeley Heights District 9",295,239,210,298,2016,
"Union,Berkeley Heights Mail-In Ballot",367,202,303,245,2016,
"Union,Berkeley Heights Overseas",31,6,23,8,2016,
"Union,Berkeley Heights Provisional",12,22,9,23,2016,
"Union,Clark Ward 1 District 1",151,380,136,347,2016,
"Union,Clark Ward 1 District 2",175,360,153,348,2016,
"Union,Clark Ward 1 District 3",180,253,147,235,2016,
"Union,Clark Ward 1 District 4",117,249,92,232,2016,
"Union,Clark Ward 1 Mail-In Ballot",86,109,71,113,2016,
"Union,Clark Ward 1 Overseas",6,0,6,0,2016,
"Union,Clark Ward 1 Provisional",8,6,5,7,2016,
"Union,Clark Ward 2 District 1",186,276,157,246,2016,
"Union,Clark Ward 2 District 2",299,376,236,370,2016,
"Union,Clark Ward 2 District 3",187,185,154,164,2016,
"Union,Clark Ward 2 District 4",135,275,112,256,2016,
"Union,Clark Ward 2 Mail-In Ballot",99,98,80,98,2016,
"Union,Clark Ward 2 Overseas",0,0,0,0,2016,
"Union,Clark Ward 2 Provisional",9,15,6,12,2016,
"Union,Clark Ward 3 District 1",153,292,126,276,2016,
"Union,Clark Ward 3 District 2",167,284,152,258,2016,
"Union,Clark Ward 3 District 3",128,222,117,214,2016,
"Union,Clark Ward 3 District 4",190,353,171,318,2016,
"Union,Clark Ward 3 Mail-In Ballot",74,95,68,96,2016,
"Union,Clark Ward 3 Overseas",2,0,2,0,2016,
"Union,Clark Ward 3 Provisional",3,5,2,5,2016,
"Union,Clark Ward 4 District 1",124,213,102,204,2016,
"Union,Clark Ward 4 District 2",128,305,108,273,2016,
"Union,Clark Ward 4 District 3",135,261,119,230,2016,
"Union,Clark Ward 4 District 4",157,459,141,421,2016,
"Union,Clark Ward 4 Mail-In Ballot",63,102,54,98,2016,
"Union,Clark Ward 4 Overseas",2,4,2,0,2016,
"Union,Clark Ward 4 Provisional",3,5,2,6,2016,
"Union,Cranford District 1",418,244,352,258,2016,
"Union,Cranford District 10",202,162,156,173,2016,
"Union,Cranford District 11",154,164,142,168,2016,
"Union,Cranford District 12",227,180,196,175,2016,
"Union,Cranford District 13",234,204,198,193,2016,
"Union,Cranford District 14",194,203,160,206,2016,
"Union,Cranford District 15",266,190,239,166,2016,
"Union,Cranford District 16",182,147,152,178,2016,
"Union,Cranford District 17",144,181,116,205,2016,
"Union,Cranford District 18",158,136,128,165,2016,
"Union,Cranford District 19",171,175,127,203,2016,
"Union,Cranford District 2",147,151,130,147,2016,
"Union,Cranford District 20",246,123,191,169,2016,
"Union,Cranford District 21",239,194,214,193,2016,
"Union,Cranford District 22",229,179,204,198,2016,
"Union,Cranford District 23",239,142,190,185,2016,
"Union,Cranford District 24",156,153,113,184,2016,
"Union,Cranford District 25",130,180,116,175,2016,
"Union,Cranford District 26",264,153,239,172,2016,
"Union,Cranford District 27",217,139,178,156,2016,
"Union,Cranford District 28",198,147,146,175,2016,
"Union,Cranford District 29",220,184,195,197,2016,
"Union,Cranford District 3",202,169,166,194,2016,
"Union,Cranford District 30",171,149,141,169,2016,
"Union,Cranford District 4",160,178,128,189,2016,
"Union,Cranford District 5",190,174,158,186,2016,
"Union,Cranford District 6",190,190,164,188,2016,
"Union,Cranford District 7",259,140,221,174,2016,
"Union,Cranford District 8",212,190,188,199,2016,
"Union,Cranford District 9",225,189,185,208,2016,
"Union,Cranford Mail-In Ballot",729,408,593,521,2016,
"Union,Cranford Overseas",44,5,43,4,2016,
"Union,Cranford Provisional",40,36,40,37,2016,
"Union,Elizabeth Ward 1 District 1",344,63,252,36,2016,
"Union,Elizabeth Ward 1 District 2",456,52,302,29,2016,
"Union,Elizabeth Ward 1 District 3",390,87,250,43,2016,
"Union,Elizabeth Ward 1 District 4",462,42,310,25,2016,
"Union,Elizabeth Ward 1 District 5",496,57,332,29,2016,
"Union,Elizabeth Ward 1 District 6",662,79,488,59,2016,
"Union,Elizabeth Ward 1 District 7",242,48,183,30,2016,
"Union,Elizabeth Ward 1 District 8",317,28,213,13,2016,
"Union,Elizabeth Ward 1 Mail-In Ballot",476,53,434,30,2016,
"Union,Elizabeth Ward 1 Overseas",3,0,3,0,2016,
"Union,Elizabeth Ward 1 Provisional",187,11,140,5,2016,
"Union,Elizabeth Ward 2 District 1",280,78,200,32,2016,
"Union,Elizabeth Ward 2 District 10",252,73,157,29,2016,
"Union,Elizabeth Ward 2 District 2",554,227,440,111,2016,
"Union,Elizabeth Ward 2 District 3",425,113,281,61,2016,
"Union,Elizabeth Ward 2 District 4",412,87,265,45,2016,
"Union,Elizabeth Ward 2 District 5",354,86,231,56,2016,
"Union,Elizabeth Ward 2 District 6",618,156,417,79,2016,
"Union,Elizabeth Ward 2 District 7",203,50,128,25,2016,
"Union,Elizabeth Ward 2 District 8",322,111,236,71,2016,
"Union,Elizabeth Ward 2 District 9",334,86,211,54,2016,
"Union,Elizabeth Ward 2 Mail-In Ballot",381,77,353,38,2016,
"Union,Elizabeth Ward 2 Overseas",9,1,7,0,2016,
"Union,Elizabeth Ward 2 Provisional",151,28,98,30,2016,
"Union,Elizabeth Ward 3 District 1",195,187,195,96,2016,
"Union,Elizabeth Ward 3 District 10",647,172,448,114,2016,
"Union,Elizabeth Ward 3 District 11",270,62,187,45,2016,
"Union,Elizabeth Ward 3 District 12",502,92,343,55,2016,
"Union,Elizabeth Ward 3 District 2",241,221,215,125,2016,
"Union,Elizabeth Ward 3 District 3",154,170,160,87,2016,
"Union,Elizabeth Ward 3 District 4",271,213,230,104,2016,
"Union,Elizabeth Ward 3 District 5",356,117,269,81,2016,
"Union,Elizabeth Ward 3 District 6",559,267,429,157,2016,
"Union,Elizabeth Ward 3 District 7",330,73,243,40,2016,
"Union,Elizabeth Ward 3 District 8",277,228,238,142,2016,
"Union,Elizabeth Ward 3 District 9",309,95,245,55,2016,
"Union,Elizabeth Ward 3 Mail-In Ballot",405,150,381,88,2016,
"Union,Elizabeth Ward 3 Overseas",31,21,28,9,2016,
"Union,Elizabeth Ward 3 Provisional",123,28,99,22,2016,
"Union,Elizabeth Ward 4 District 1",388,81,271,50,2016,
"Union,Elizabeth Ward 4 District 2",393,52,266,31,2016,
"Union,Elizabeth Ward 4 District 3",374,83,255,53,2016,
"Union,Elizabeth Ward 4 District 4",421,72,283,43,2016,
"Union,Elizabeth Ward 4 District 5",344,73,253,45,2016,
"Union,Elizabeth Ward 4 District 6",253,70,185,45,2016,
"Union,Elizabeth Ward 4 District 7",810,103,571,62,2016,
"Union,Elizabeth Ward 4 District 8",475,89,364,48,2016,
"Union,Elizabeth Ward 4 District 9",415,85,303,54,2016,
"Union,Elizabeth Ward 4 Mail-In Ballot",364,36,312,22,2016,
"Union,Elizabeth Ward 4 Overseas",13,4,9,3,2016,
"Union,Elizabeth Ward 4 Provisional",132,24,107,14,2016,
"Union,Elizabeth Ward 5 District 1",550,163,365,92,2016,
"Union,Elizabeth Ward 5 District 10",309,41,227,20,2016,
"Union,Elizabeth Ward 5 District 11",477,36,344,18,2016,
